contest_group_id,contest_name,choice,choice_party,sum
1228,NC DISTRICT COURT JUDGE DISTRICT 04 (SUTTON),Anita R. Powers,,40717
1228,NC DISTRICT COURT JUDGE DISTRICT 04 (SUTTON),William (Billy) Sutton,,46326
1232,NC DISTRICT COURT JUDGE DISTRICT 05 (CORPENING),J. H. Corpening II,,90531
1293,NC DISTRICT COURT JUDGE DISTRICT 05 (DAVIS),Richard Russell Davis,,90097
1234,NC DISTRICT COURT JUDGE DISTRICT 05 (NOECKER),Jeffrey Evan Noecker,,83928
1236,NC DISTRICT COURT JUDGE DISTRICT 05 (RAY),Richard (Ray) Kern,,43758
1236,NC DISTRICT COURT JUDGE DISTRICT 05 (RAY),Sandra Alice Ray,,56235
1233,NC DISTRICT COURT JUDGE DISTRICT 05 (ROBINSON),Robin Wicks Robinson,,87523
1239,NC DISTRICT COURT JUDGE DISTRICT 06 (BRANCH),Brenda Green Branch,,38318
1238,NC DISTRICT COURT JUDGE DISTRICT 06 (FREEMAN),Teresa Raquel Robinson Freeman,,37522
1240,NC DISTRICT COURT JUDGE DISTRICT 06 (MOODY),Vershenia Ballance Moody,,37618
1237,NC DISTRICT COURT JUDGE DISTRICT 06 (STEPHENSON),Turner Stephenson,,37867
1242,NC DISTRICT COURT JUDGE DISTRICT 07 (BRITT),John M. Britt,,76273
1235,NC DISTRICT COURT JUDGE DISTRICT 07 (BROWN),Anthony W. (Tony) Brown,,75583
1243,NC DISTRICT COURT JUDGE DISTRICT 07 (COVOLO),John J. Covolo,,71365
1245,NC DISTRICT COURT JUDGE DISTRICT 07 (FARRIS),William C. Farris,,76351
1244,NC DISTRICT COURT JUDGE DISTRICT 07 (STEWART),Beth Freshwater-Smith,,51024
1244,NC DISTRICT COURT JUDGE DISTRICT 07 (STEWART),Lamont Wiggins,,47195
1246,NC DISTRICT COURT JUDGE DISTRICT 08 (BRANTLEY),David Bernard Brantley,,54465
1248,NC DISTRICT COURT JUDGE DISTRICT 08 (FINAN),Annette W. Turik,,31435
1248,NC DISTRICT COURT JUDGE DISTRICT 08 (FINAN),Curtis Stackhouse,,44750
1249,NC DISTRICT COURT JUDGE DISTRICT 08 (GAYLOR),Charles P. Gaylor III,,54689
1247,NC DISTRICT COURT JUDGE DISTRICT 08 (JAMES),Ericka James,,55784
1250,NC DISTRICT COURT JUDGE DISTRICT 08 (TURNER),Les Turner,,54120
1302,NC DISTRICT COURT JUDGE DISTRICT 09 (DAVIS),John W. Davis,,47060
1251,NC DISTRICT COURT JUDGE DISTRICT 09 (FINCH),Caroline S. Burnette,,32199
1251,NC DISTRICT COURT JUDGE DISTRICT 09 (FINCH),S. Quon Bridges,,28698
1254,NC DISTRICT COURT JUDGE DISTRICT 09 (STEVENSON),Amanda Stevenson,,49252
1253,NC DISTRICT COURT JUDGE DISTRICT 09 (YANCEY),Carolyn J. Yancey,,49655
1255,NC DISTRICT COURT JUDGE DISTRICT 09A (GENTRY),John Hoyte (J.) Stultz III,,14684
1255,NC DISTRICT COURT JUDGE DISTRICT 09A (GENTRY),Mike Gentry,,13511
1256,NC DISTRICT COURT JUDGE DISTRICT 09B (BASKERVILLE),Adam Keith,,12106
1265,NC DISTRICT COURT JUDGE DISTRICT 10 (BOUSMAN),Bryant Paris III,,177596
1265,NC DISTRICT COURT JUDGE DISTRICT 10 (BOUSMAN),Monica M. Bousman,,246924
1262,NC DISTRICT COURT JUDGE DISTRICT 10 (BREWER),Jacqueline L. Brewer,,283041
1261,NC DISTRICT COURT JUDGE DISTRICT 10 (CHASSE),Eric Craig Chasse,,269883
1264,NC DISTRICT COURT JUDGE DISTRICT 10 (CHRISTIAN),Lori G. Christian,,284066
1263,NC DISTRICT COURT JUDGE DISTRICT 10 (DAVIDIAN),V.A. (Woofer) Davidian III,,294848
1267,NC DISTRICT COURT JUDGE DISTRICT 10 (GRIFFIN),Jefferson G. Griffin,,293797
1259,NC DISTRICT COURT JUDGE DISTRICT 10 (NAGLE),Dan Nagle,,215411
1259,NC DISTRICT COURT JUDGE DISTRICT 10 (NAGLE),Walter Rand,,194889
1266,NC DISTRICT COURT JUDGE DISTRICT 10 (RADER),Robert B. Rader,,258917
1260,NC DISTRICT COURT JUDGE DISTRICT 10 (SASSER),Debra Sasser,,280204
1258,NC DISTRICT COURT JUDGE DISTRICT 10 (WALCZYK),Christine M. Walczyk,,272181
1257,NC DISTRICT COURT JUDGE DISTRICT 10 (WORLEY),Anna Elena Worley,,224044
1257,NC DISTRICT COURT JUDGE DISTRICT 10 (WORLEY),Marty E. Miller,,177929
1270,NC DISTRICT COURT JUDGE DISTRICT 11 (BRYANT),"Robert W. Bryant, Jr.",,87812
1271,NC DISTRICT COURT JUDGE DISTRICT 11 (FAIRCLOTH),Resson Faircloth,,88616
1269,NC DISTRICT COURT JUDGE DISTRICT 11 (HOLCOMBE),LeVonda G. Wood,,53059
1269,NC DISTRICT COURT JUDGE DISTRICT 11 (HOLCOMBE),Paul A. Holcombe,,75087
1268,NC DISTRICT COURT JUDGE DISTRICT 11 (LEE),Jackie Lee,,92117
1273,NC DISTRICT COURT JUDGE DISTRICT 11 (LOVE),"Jimmy L. Love, Jr.",,87364
1274,NC DISTRICT COURT JUDGE DISTRICT 11 (STUBBS),Frank Wood,,81216
1275,NC DISTRICT COURT JUDGE DISTRICT 11 (WELLS),Mary Howard Wells,,88150
1272,NC DISTRICT COURT JUDGE DISTRICT 11 (WILLIS),O. Henry Willis,,87726
1278,NC DISTRICT COURT JUDGE DISTRICT 12 (DEVAN),Mike Hardin,,53763
1278,NC DISTRICT COURT JUDGE DISTRICT 12 (DEVAN),Tiffany Marie Whitfield,,63676
1277,NC DISTRICT COURT JUDGE DISTRICT 12 (OLIVERA),Lou Olivera,,94472
1276,NC DISTRICT COURT JUDGE DISTRICT 12 (PONE),Ed Pone,,92759
1280,NC DISTRICT COURT JUDGE DISTRICT 13 (HANKINS),Pauline Hankins,,60909
1280,NC DISTRICT COURT JUDGE DISTRICT 13 (HANKINS),W. Richard Cox,,30308
1282,NC DISTRICT COURT JUDGE DISTRICT 13 (JOLLY),C. Ashley Gore,,77246
1279,NC DISTRICT COURT JUDGE DISTRICT 13 (USSERY),Scott L. Ussery,,73699
1281,NC DISTRICT COURT JUDGE DISTRICT 13 (WARREN),Jason C. Disbrow,,70222
1283,NC DISTRICT COURT JUDGE DISTRICT 14 (MARSH),Shamieka LaCher Rhinehart,,84618
1283,NC DISTRICT COURT JUDGE DISTRICT 14 (MARSH),William A. (Drew) Marsh III,,52660
1285,NC DISTRICT COURT JUDGE DISTRICT 15A (LAMBETH),Tom Lambeth,,50826
1284,NC DISTRICT COURT JUDGE DISTRICT 15A (MESSICK),Steve Messick,,47105
1286,NC DISTRICT COURT JUDGE DISTRICT 15A (OVERBY),Kathryn (Katie) Whitaker Overby,,47592
1288,NC DISTRICT COURT JUDGE DISTRICT 15B (ANDERSON),Sam Cooper,,36518
1288,NC DISTRICT COURT JUDGE DISTRICT 15B (ANDERSON),Samantha Cabe,,56896
1287,NC DISTRICT COURT JUDGE DISTRICT 15B (BRYAN),Jay Bryan,,83725
1289,NC DISTRICT COURT JUDGE DISTRICT 15B (LONG),Lunsford Long,,23301
1289,NC DISTRICT COURT JUDGE DISTRICT 15B (LONG),Sherri Murrell,,73064
1290,NC DISTRICT COURT JUDGE DISTRICT 15B (SCARLETT),Beverly A. Scarlett,,84489
1291,NC DISTRICT COURT JUDGE DISTRICT 16A (STONE),Angela J. Carter,,25375
1291,NC DISTRICT COURT JUDGE DISTRICT 16A (STONE),Michael (Mike) Stone,,25607
1292,NC DISTRICT COURT JUDGE DISTRICT 16A (THACKER),Lisa Blue Thacker,,40116
1353,NC DISTRICT COURT JUDGE DISTRICT 16A (WILSON),Amanda L. (Amy) Wilson,,41048
1294,NC DISTRICT COURT JUDGE DISTRICT 16B (DANIELS),Judith Milsap Daniels,,28996
1295,NC DISTRICT COURT JUDGE DISTRICT 16B (MOORE),Timothy J. Peterkin,,14110
1295,NC DISTRICT COURT JUDGE DISTRICT 16B (MOORE),William Jeffrey Moore,,22136
1296,NC DISTRICT COURT JUDGE DISTRICT 17A (GROGAN),James (Tony) Grogan,,28666
1297,NC DISTRICT COURT JUDGE DISTRICT 17B (SOUTHERN),Bill Southern,,41156
1241,NC DISTRICT COURT JUDGE DISTRICT 18 (BROWN),Betty J. Brown,,160295
1298,NC DISTRICT COURT JUDGE DISTRICT 18 (BURCH),Susan R. Burch,,160058
1306,NC DISTRICT COURT JUDGE DISTRICT 18 (CRUMP),Avery Michelle Crump,,153286
1309,NC DISTRICT COURT JUDGE DISTRICT 18 (FLETCHER),Michelle Fletcher,,156128
1301,NC DISTRICT COURT JUDGE DISTRICT 18 (FOSTER),Angela C. Foster,,115098
1301,NC DISTRICT COURT JUDGE DISTRICT 18 (FOSTER),John Stone,,71845
1304,NC DISTRICT COURT JUDGE DISTRICT 18 (FOX),Angie Fox,,155046
1308,NC DISTRICT COURT JUDGE DISTRICT 18 (HOLLIDAY),Tabatha Holliday,,151648
1300,NC DISTRICT COURT JUDGE DISTRICT 18 (JONES),Randle L. Jones,,85025
1300,NC DISTRICT COURT JUDGE DISTRICT 18 (JONES),Tonia A. Cutchin,,105346
1307,NC DISTRICT COURT JUDGE DISTRICT 18 (KREIDER),Bill Davis,,100551
1307,NC DISTRICT COURT JUDGE DISTRICT 18 (KREIDER),Miranda Reynolds Reavis,,89021
1305,NC DISTRICT COURT JUDGE DISTRICT 18 (SAMET),Marc Tyrey,,65524
1305,NC DISTRICT COURT JUDGE DISTRICT 18 (SAMET),Mark Cummings,,113237
1303,NC DISTRICT COURT JUDGE DISTRICT 18 (SHERRILL),David Sherrill,,88604
1303,NC DISTRICT COURT JUDGE DISTRICT 18 (SHERRILL),Lora Christine Cubbage,,103754
1299,NC DISTRICT COURT JUDGE DISTRICT 18 (VINCENT),Teresa Vincent,,157984
1312,NC DISTRICT COURT JUDGE DISTRICT 19B (CREED),Darren C. Allen,,45925
1312,NC DISTRICT COURT JUDGE DISTRICT 19B (CREED),Don (Skipper) Creed,,49819
1325,NC DISTRICT COURT JUDGE DISTRICT 19B (HILL),James P. (Jimmy) Hill,,85117
1311,NC DISTRICT COURT JUDGE DISTRICT 19B (WILKINS),Rob Wilkins,,84399
1313,NC DISTRICT COURT JUDGE DISTRICT 19C (BICKETT),Marshall Bickett,,45577
1314,NC DISTRICT COURT JUDGE DISTRICT 20B (GWYN),Hunt Gwyn,,8842
1315,NC DISTRICT COURT JUDGE DISTRICT 20C (HIGDON),Stephen Higdon,,63908
1316,NC DISTRICT COURT JUDGE DISTRICT 20C (WILLIAMS),Joseph J. Williams,,63464
1317,NC DISTRICT COURT JUDGE DISTRICT 20D (HELMS),Tripp Helms,,70869
1324,NC DISTRICT COURT JUDGE DISTRICT 21 (BANKS-PAYNE),Camille Banks-Payne,,116279
1318,NC DISTRICT COURT JUDGE DISTRICT 21 (FINE),Lawrence J. (Larry) Fine,,110106
1310,NC DISTRICT COURT JUDGE DISTRICT 21 (GRAHAM),Aaron J. Berlin,,67817
1310,NC DISTRICT COURT JUDGE DISTRICT 21 (GRAHAM),Carrie F. Vickery,,77189
1321,NC DISTRICT COURT JUDGE DISTRICT 21 (HUTCHINS),Laurie L. Hutchins,,111883
1322,NC DISTRICT COURT JUDGE DISTRICT 21 (MILLER),Gordon A. Miller,,107728
1323,NC DISTRICT COURT JUDGE DISTRICT 21 (ROEMER),Victoria L. (Tori) Roemer,,111575
1319,NC DISTRICT COURT JUDGE DISTRICT 21 (SIPPRELL),David E. Sipprell,,106101
1252,NC DISTRICT COURT JUDGE DISTRICT 22A (BROWN),Deborah Brown,,69032
1320,NC DISTRICT COURT JUDGE DISTRICT 22A (GRAHAM),L. Dale Graham,,64448
1327,NC DISTRICT COURT JUDGE DISTRICT 22A (HEDRICK),Edward Lawrence Hedrick IV,,64062
1326,NC DISTRICT COURT JUDGE DISTRICT 22A (UNDERWOOD),Christine Underwood,,65183
1329,NC DISTRICT COURT JUDGE DISTRICT 23 (HOUSTON),Jeanie Reavis Houston,,51067
1332,NC DISTRICT COURT JUDGE DISTRICT 24 (EGGERS-GRYDER),Joshua J. (Josh) Teague,,26656
1332,NC DISTRICT COURT JUDGE DISTRICT 24 (EGGERS-GRYDER),Rebecca (Becca) Eggers-Gryder,,30177
1331,NC DISTRICT COURT JUDGE DISTRICT 24 (HARRISON),Hal G. Harrison,,42894
1330,NC DISTRICT COURT JUDGE DISTRICT 24 (MCENTIRE),Ted McEntire,,42722
1333,NC DISTRICT COURT JUDGE DISTRICT 25 (CHERRY),Burford Alva Cherry,,104725
1334,NC DISTRICT COURT JUDGE DISTRICT 25 (HOLLOWAY),Richard S. Holloway,,106807
1343,NC DISTRICT COURT JUDGE DISTRICT 26 (BEST-STATON),Kimberly Best-Staton,,286855
1335,NC DISTRICT COURT JUDGE DISTRICT 26 (BROWN-WILLIAMS),Aretha Blake,,176225
1335,NC DISTRICT COURT JUDGE DISTRICT 26 (BROWN-WILLIAMS),Tracy H. Hewett,,170903
1344,NC DISTRICT COURT JUDGE DISTRICT 26 (CHAPMAN),Ron Chapman,,264116
1339,NC DISTRICT COURT JUDGE DISTRICT 26 (CULLER),Jena Culler,,259368
1336,NC DISTRICT COURT JUDGE DISTRICT 26 (E. TROSCH),Elizabeth Thornton Trosch,,264581
1340,NC DISTRICT COURT JUDGE DISTRICT 26 (EADY-WILLIAMS),Karen Eady-Williams,,262506
1341,NC DISTRICT COURT JUDGE DISTRICT 26 (HANDS),Ty Hands,,256590
1338,NC DISTRICT COURT JUDGE DISTRICT 26 (HENDERSON),Gary L. Henderson,,256223
1345,NC DISTRICT COURT JUDGE DISTRICT 26 (HOOVER),Donnie Hoover,,254316
1377,NC DISTRICT COURT JUDGE DISTRICT 26 (L. TROSCH),Louis A. Trosch,,273969
1337,NC DISTRICT COURT JUDGE DISTRICT 26 (MANN),Christy T. Mann,,213068
1337,NC DISTRICT COURT JUDGE DISTRICT 26 (MANN),George Bell,,129204
1342,NC DISTRICT COURT JUDGE DISTRICT 26 (STRICKLAND),Ben S. Thalheimer,,122156
1342,NC DISTRICT COURT JUDGE DISTRICT 26 (STRICKLAND),David Strickland,,206060
1350,NC DISTRICT COURT JUDGE DISTRICT 27A (ABERNETHY),Richard B. Abernethy,,61358
1347,NC DISTRICT COURT JUDGE DISTRICT 27A (GREENLEE),John K. Greenlee,,56943
1349,NC DISTRICT COURT JUDGE DISTRICT 27A (HOYLE),Angela G. Hoyle,,58357
1348,NC DISTRICT COURT JUDGE DISTRICT 27A (JACKSON),James A. Jackson,,55598
1346,NC DISTRICT COURT JUDGE DISTRICT 27A (THROWER),Pennie Miller Thrower,,55527
1351,NC DISTRICT COURT JUDGE DISTRICT 27B (BLACK),K. Dean Black,,54255
1352,NC DISTRICT COURT JUDGE DISTRICT 27B (REEVES),Jeannette Racquel Reeves,,53503
1354,NC DISTRICT COURT JUDGE DISTRICT 27B (SHUFORD),Justin K. Brackett,,35900
1354,NC DISTRICT COURT JUDGE DISTRICT 27B (SHUFORD),Meredith A. Shuford,,36537
1356,NC DISTRICT COURT JUDGE DISTRICT 27B (WILSON),Larry J. Wilson,,47551
1355,NC DISTRICT COURT JUDGE DISTRICT 28 (DRAY),Andrea F. Dray,,74111
1328,NC DISTRICT COURT JUDGE DISTRICT 28 (HILL),J. Calvin Hill,,80969
1359,NC DISTRICT COURT JUDGE DISTRICT 29B (BRITTAIN),"T. McAvoy (Mack) Brittain, Jr.",,55569
1360,NC DISTRICT COURT JUDGE DISTRICT 29B (BROOKS),Athena F. Brooks,,55729
1358,NC DISTRICT COURT JUDGE DISTRICT 29B (COWAN),Emily Cowan,,55522
1357,NC DISTRICT COURT JUDGE DISTRICT 29B (KNIGHT),Peter Knight,,55932
1361,NC DISTRICT COURT JUDGE DISTRICT 30 (LESLIE),Monica Hayes Leslie,,65650
1362,NC DISTRICT COURT JUDGE DISTRICT 30 (SELLERS),Kimberly N. Carpenter,,35809
1362,NC DISTRICT COURT JUDGE DISTRICT 30 (SELLERS),Tessa Shelton Sellers,,43574
1363,NC DISTRICT COURT JUDGE DISTRICT 30 (WALKER),Richard K. Walker,,66665
1016,NC GOVERNOR,Lon Cecil,LIB,102977
1016,NC GOVERNOR,Pat McCrory,REP,2298880
1016,NC GOVERNOR,Roy Cooper,DEM,2309157
1076,NC HOUSE OF REPRESENTATIVES DISTRICT 001,Bob Steinburg,REP,25363
1076,NC HOUSE OF REPRESENTATIVES DISTRICT 001,Sam Davis,DEM,14240
1077,NC HOUSE OF REPRESENTATIVES DISTRICT 002,Joe Parrish,DEM,14775
1077,NC HOUSE OF REPRESENTATIVES DISTRICT 002,Larry Yarborough,REP,22760
1078,NC HOUSE OF REPRESENTATIVES DISTRICT 003,Marva Fisher Baldwin,DEM,12638
1078,NC HOUSE OF REPRESENTATIVES DISTRICT 003,Michael Speciale,REP,23273
1079,NC HOUSE OF REPRESENTATIVES DISTRICT 004,Jimmy Dixon,REP,24646
1080,NC HOUSE OF REPRESENTATIVES DISTRICT 005,Howard J. Hunter III,DEM,25961
1081,NC HOUSE OF REPRESENTATIVES DISTRICT 006,Beverly Boswell,REP,22022
1081,NC HOUSE OF REPRESENTATIVES DISTRICT 006,Warren Judge,DEM,20471
1082,NC HOUSE OF REPRESENTATIVES DISTRICT 007,Bobbie J. Richardson,DEM,23329
1082,NC HOUSE OF REPRESENTATIVES DISTRICT 007,William Duke Hancock II,REP,11072
1083,NC HOUSE OF REPRESENTATIVES DISTRICT 008,Charlie Pat Farris,DEM,21166
1083,NC HOUSE OF REPRESENTATIVES DISTRICT 008,Susan Martin,REP,21329
1084,NC HOUSE OF REPRESENTATIVES DISTRICT 009,Brian Farkas,DEM,17007
1084,NC HOUSE OF REPRESENTATIVES DISTRICT 009,Greg Murphy,REP,22869
1085,NC HOUSE OF REPRESENTATIVES DISTRICT 010,Evelyn Paul,DEM,10514
1085,NC HOUSE OF REPRESENTATIVES DISTRICT 010,John R. Bell,REP,26440
1086,NC HOUSE OF REPRESENTATIVES DISTRICT 011,Brian Lewis,LIB,2897
1086,NC HOUSE OF REPRESENTATIVES DISTRICT 011,Duane Hall,DEM,24624
1086,NC HOUSE OF REPRESENTATIVES DISTRICT 011,Ray Martin,REP,12924
1087,NC HOUSE OF REPRESENTATIVES DISTRICT 012,George Graham,DEM,23689
1088,NC HOUSE OF REPRESENTATIVES DISTRICT 013,Patricia (Pat) McElraft,REP,29188
1088,NC HOUSE OF REPRESENTATIVES DISTRICT 013,Rodney Alexander,DEM,12024
1089,NC HOUSE OF REPRESENTATIVES DISTRICT 014,George G. Cleveland,REP,18908
1090,NC HOUSE OF REPRESENTATIVES DISTRICT 015,Dan Whitten,DEM,5797
1090,NC HOUSE OF REPRESENTATIVES DISTRICT 015,Phillip Shepard,REP,13273
1091,NC HOUSE OF REPRESENTATIVES DISTRICT 016,Chris W. Millis,REP,23649
1091,NC HOUSE OF REPRESENTATIVES DISTRICT 016,Steve Unger,DEM,11656
1092,NC HOUSE OF REPRESENTATIVES DISTRICT 017,Charles Warren,DEM,16549
1092,NC HOUSE OF REPRESENTATIVES DISTRICT 017,Frank Iler,REP,32757
1093,NC HOUSE OF REPRESENTATIVES DISTRICT 018,Gerald (Jerry) Benton,REP,14011
1093,NC HOUSE OF REPRESENTATIVES DISTRICT 018,Susi Hamilton,DEM,22006
1094,NC HOUSE OF REPRESENTATIVES DISTRICT 019,"Ted Davis, Jr.",REP,31133
1095,NC HOUSE OF REPRESENTATIVES DISTRICT 020,Holly Grange,REP,32576
1096,NC HOUSE OF REPRESENTATIVES DISTRICT 021,Larry M. Bell,DEM,24564
1097,NC HOUSE OF REPRESENTATIVES DISTRICT 022,William Brisson,DEM,21091
1098,NC HOUSE OF REPRESENTATIVES DISTRICT 023,Shelly Willingham,DEM,27208
1099,NC HOUSE OF REPRESENTATIVES DISTRICT 024,Jean Farmer-Butterfield,DEM,26895
1397,NC HOUSE OF REPRESENTATIVES DISTRICT 025,James D. Gailliard,DEM,13099
1397,NC HOUSE OF REPRESENTATIVES DISTRICT 025,Jeffrey L. (Jeff) Collins,REP,27969
1101,NC HOUSE OF REPRESENTATIVES DISTRICT 026,Donna McDowell White,REP,25899
1101,NC HOUSE OF REPRESENTATIVES DISTRICT 026,Rich Nixon,DEM,18716
1102,NC HOUSE OF REPRESENTATIVES DISTRICT 027,Michael H. Wray,DEM,29200
1103,NC HOUSE OF REPRESENTATIVES DISTRICT 028,Larry C. Strickland,REP,26161
1103,NC HOUSE OF REPRESENTATIVES DISTRICT 028,Patricia Oliver,DEM,10897
1104,NC HOUSE OF REPRESENTATIVES DISTRICT 029,Larry D. Hall,DEM,39607
1105,NC HOUSE OF REPRESENTATIVES DISTRICT 030,Elissa Fuchs,REP,13132
1105,NC HOUSE OF REPRESENTATIVES DISTRICT 030,Paul Luebke,DEM,37094
1106,NC HOUSE OF REPRESENTATIVES DISTRICT 031,"H.M. (Mickey) Michaux, Jr.",DEM,34540
1107,NC HOUSE OF REPRESENTATIVES DISTRICT 032,Terry Garrison,DEM,29142
1108,NC HOUSE OF REPRESENTATIVES DISTRICT 033,Rosa U. Gill,DEM,33094
1109,NC HOUSE OF REPRESENTATIVES DISTRICT 034,Bill Morris,REP,15049
1109,NC HOUSE OF REPRESENTATIVES DISTRICT 034,Grier Martin,DEM,31335
1110,NC HOUSE OF REPRESENTATIVES DISTRICT 035,Chris Malone,REP,25117
1110,NC HOUSE OF REPRESENTATIVES DISTRICT 035,Terence Everitt,DEM,22145
1111,NC HOUSE OF REPRESENTATIVES DISTRICT 036,Brian Irving,LIB,2184
1111,NC HOUSE OF REPRESENTATIVES DISTRICT 036,Jennifer Ferrell,DEM,23875
1111,NC HOUSE OF REPRESENTATIVES DISTRICT 036,Nelson Dollar,REP,25295
1112,NC HOUSE OF REPRESENTATIVES DISTRICT 037,Linda Hunt-Williams,REP,27448
1112,NC HOUSE OF REPRESENTATIVES DISTRICT 037,Randy Barrow,DEM,22569
1112,NC HOUSE OF REPRESENTATIVES DISTRICT 037,Robert Rose,LIB,2474
1113,NC HOUSE OF REPRESENTATIVES DISTRICT 038,Olen Watson III,LIB,5196
1113,NC HOUSE OF REPRESENTATIVES DISTRICT 038,Yvonne Lewis Holley,DEM,28990
1114,NC HOUSE OF REPRESENTATIVES DISTRICT 039,Darren Jackson,DEM,31901
1115,NC HOUSE OF REPRESENTATIVES DISTRICT 040,Joe John,DEM,23786
1115,NC HOUSE OF REPRESENTATIVES DISTRICT 040,Marilyn Avila,REP,23402
1116,NC HOUSE OF REPRESENTATIVES DISTRICT 041,Chris M. Shoffner,REP,20745
1116,NC HOUSE OF REPRESENTATIVES DISTRICT 041,Gale Adcock,DEM,27491
1117,NC HOUSE OF REPRESENTATIVES DISTRICT 042,Marvin W. Lucas,DEM,24213
1118,NC HOUSE OF REPRESENTATIVES DISTRICT 043,Elmer Floyd,DEM,27121
1119,NC HOUSE OF REPRESENTATIVES DISTRICT 044,Jim Arp,REP,15086
1119,NC HOUSE OF REPRESENTATIVES DISTRICT 044,William (Billy) Richardson,DEM,15433
1120,NC HOUSE OF REPRESENTATIVES DISTRICT 045,John Szoka,REP,23495
1121,NC HOUSE OF REPRESENTATIVES DISTRICT 046,Brenden Jones,REP,19607
1121,NC HOUSE OF REPRESENTATIVES DISTRICT 046,"Thomas (Tom) Howell, Jr.",LIB,1052
1121,NC HOUSE OF REPRESENTATIVES DISTRICT 046,Tim Benton,DEM,11836
